id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24
q211,468.77124,1737.1968,1123.7097,544.247,602.4679565429688,2123.726318359375,1369.822998046875,689.4136962890625,,,,,,,,,,,,,,,,
q212,1340.1466,2854.6333,2214.7405,1342.2473,1605.9736328125,3020.4931640625,2400.4189453125,1408.046630859375,,,,,,,,,,,,,,,,
q213,6136.0386,8898.37,5049.121,5363.2246,6723.76416015625,8784.01171875,5168.62548828125,5670.24609375,,,,,,,,,,,,,,,,
q214,3206.4075,3585.8943,2697.643,2394.513,3124.379638671875,3563.87646484375,2376.543212890625,2404.11962890625,,,,,,,,,,,,,,,,
q215,25986.248,51520.734,34241.91,23268.988,29104.34375,52142.37890625,37551.99609375,25167.638671875,,,,,,,,,,,,,,,,
q216,1384.0059,2673.9316,2152.918,1400.96,1511.057861328125,2604.50732421875,2235.048828125,1476.810546875,,,,,,,,,,,,,,,,
q217,1451.9518,2452.0688,1955.3971,1437.1316,1515.05419921875,2326.805908203125,2059.86083984375,1456.82373046875,,,,,,,,,,,,,,,,
q218,25442.543,19545.768,18958.598,25590.346,27530.970703125,20069.490234375,19789.640625,27676.13671875,,,,,,,,,,,,,,,,
q219,1400.0569,2941.6614,2294.6265,1251.1117,1550.59765625,3363.41455078125,2808.189453125,1617.6041259765625,,,,,,,,,,,,,,,,
q220,1504.5818,2619.6685,1790.8123,1740.5013,1847.3035888671875,2802.895263671875,2127.750244140625,1851.2276611328125,,,,,,,,,,,,,,,,
q221,98406.18,99718.45,85780.35,112655.11,109313.7265625,97882.34375,86943.6875,115675.9375,,,,,,,,,,,,,,,,
q222,4322.663,6358.0674,4100.1597,4628.416,5002.74755859375,6791.1005859375,4705.4248046875,4917.45458984375,,,,,,,,,,,,,,,,
q223,136862.97,140712.83,119679.81,154467.38,153696.953125,137895.828125,121350.0234375,156120.875,,,,,,,,,,,,,,,,
q224,2441.5146,2851.9282,1622.5317,2149.3438,2496.693603515625,2789.77099609375,1652.197021484375,2345.549072265625,,,,,,,,,,,,,,,,
q225,12062.637,14563.234,11698.606,10009.883,12513.75390625,15763.8076171875,12836.880859375,10507.7294921875,,,,,,,,,,,,,,,,
q226,5575.454,5515.1387,4836.4478,5409.5024,6048.86376953125,5708.53173828125,5088.75830078125,5957.65771484375,,,,,,,,,,,,,,,,
q227,20708.453,23676.99,18441.734,17905.19,21825.482421875,24669.427734375,19569.216796875,19056.126953125,,,,,,,,,,,,,,,,
q228,8937.018,5270.0693,3696.1787,10889.616,10386.1513671875,5062.359375,4031.064453125,10242.6875,,,,,,,,,,,,,,,,
q229,1317777.0,1305036.4,1072926.6,1272784.2,1431505.0,1306875.125,1111339.5,1321313.75,,,,,,,,,,,,,,,,
q230,856.9702,1090.2498,1357.6323,642.5526,759.3331298828125,1083.5701904296875,1023.0411987304688,400.60113525390625,,,,,,,,,,,,,,,,
q231,2756.9028,2991.2744,2968.5156,2298.7969,2768.970703125,3009.62353515625,2939.4716796875,2174.42333984375,,,,,,,,,,,,,,,,
q232,905.07446,1304.6472,1317.5504,805.35913,1012.8212280273438,1383.2271728515625,1393.161865234375,905.3538818359375,,,,,,,,,,,,,,,,
q233,87.8187,178.65038,116.57506,98.78255,106.66563415527344,196.42080688476562,127.60741424560547,107.25431060791016,,,,,,,,,,,,,,,,
q234,1408.6609,1667.7883,1325.3552,1168.6102,1502.0416259765625,1766.84228515625,1427.10498046875,1207.43701171875,,,,,,,,,,,,,,,,
q235,6420.3125,7658.948,7742.273,5505.076,6589.6962890625,8157.03125,7722.16796875,5289.8447265625,,,,,,,,,,,,,,,,
q236,89491.59,96647.03,65833.19,98196.66,99125.6328125,96473.5234375,69481.3515625,100237.921875,,,,,,,,,,,,,,,,
q237,107045.05,87496.3,70152.44,67967.945,112332.484375,91602.515625,72989.640625,71203.7578125,,,,,,,,,,,,,,,,
q238,38409.99,38180.883,42022.137,41999.28,40071.51953125,40373.6328125,43892.98046875,44203.4453125,,,,,,,,,,,,,,,,
q239,19035.709,19207.525,16982.035,20709.209,20534.42578125,19457.30859375,18169.77734375,20910.71484375,,,,,,,,,,,,,,,,
q240,257583.33,245974.12,195698.47,231178.75,276019.21875,247566.703125,199173.0,232339.5,,,,,,,,,,,,,,,,
q241,41016.01,51462.168,24131.623,19681.162,43721.125,54460.99609375,25793.9140625,21439.544921875,,,,,,,,,,,,,,,,
q242,13929.213,13048.507,9019.721,8529.882,15159.8544921875,13567.6240234375,9489.001953125,8975.294921875,,,,,,,,,,,,,,,,
q243,6056.0254,6743.22,4781.9146,4936.1636,6558.931640625,7181.0791015625,5078.45068359375,5337.69775390625,,,,,,,,,,,,,,,,
q244,4046.6145,6044.1704,5627.016,6171.2993,4388.30078125,5846.841796875,5790.298828125,6513.54638671875,,,,,,,,,,,,,,,,
q245,65241.93,77004.3,43179.2,39318.258,69624.3984375,81458.9453125,45388.90625,42248.57421875,,,,,,,,,,,,,,,,
q246,7435.8677,10385.868,2833.497,2530.4197,8005.56640625,10683.1123046875,2962.535888671875,2771.051513671875,,,,,,,,,,,,,,,,
q247,4941.644,5081.883,2238.636,2235.1975,5543.0029296875,5514.548828125,2451.56884765625,2565.903564453125,,,,,,,,,,,,,,,,
q248,728.0691,797.32404,603.8398,582.9894,760.2525024414062,842.5732421875,662.9909057617188,616.3135986328125,,,,,,,,,,,,,,,,
q249,809.8454,1021.68915,587.09863,717.906,804.8021850585938,1020.0639038085938,643.971923828125,775.7915649414062,,,,,,,,,,,,,,,,
q250,14210.27,17774.494,6460.9297,6165.8984,15185.6123046875,18442.8984375,7032.1708984375,6673.35107421875,,,,,,,,,,,,,,,,
q251,1967.9712,2683.7246,1301.9803,1544.2333,2103.533935546875,2728.704345703125,1441.334228515625,1618.9715576171875,,,,,,,,,,,,,,,,
q252,670.25183,543.34674,487.05585,483.1393,716.031494140625,599.6776733398438,502.2171630859375,526.5296630859375,,,,,,,,,,,,,,,,
q253,178.04474,181.29684,204.86546,189.37997,197.48533630371094,212.03668212890625,232.7850799560547,211.89764404296875,,,,,,,,,,,,,,,,
q254,668.96936,1165.4768,682.06665,836.8431,707.1521606445312,1024.5911865234375,682.7725830078125,805.1812744140625,,,,,,,,,,,,,,,,
q255,3483.7002,4727.216,2798.0156,3134.902,3780.784423828125,4733.98193359375,3000.71630859375,3212.46044921875,,,,,,,,,,,,,,,,
q256,896.1586,733.70404,437.44067,609.43604,1024.95556640625,808.010498046875,491.0226745605469,591.0972900390625,,,,,,,,,,,,,,,,
q257,263.86346,186.09631,120.25529,191.87564,312.6783142089844,207.24485778808594,170.01234436035156,210.1427459716797,,,,,,,,,,,,,,,,
q258,66.01449,90.17305,86.42707,76.76866,80.42601013183594,114.2131118774414,110.65148162841797,100.0408706665039,,,,,,,,,,,,,,,,
q259,148.8562,189.30588,126.6387,150.50008,165.71981811523438,217.92515563964844,168.46205139160156,156.5498046875,,,,,,,,,,,,,,,,
q260,1462.959,1263.6168,773.5019,1019.3645,1639.8505859375,1357.9063720703125,864.2940063476562,1014.6283569335938,,,,,,,,,,,,,,,,
q261,51593.47,65456.92,28772.87,24357.088,55198.4765625,69077.671875,30946.681640625,26995.96484375,,,,,,,,,,,,,,,,
q262,19999.963,19009.21,11933.5205,11522.873,22003.64453125,20021.2265625,12539.15625,12226.7509765625,,,,,,,,,,,,,,,,
q263,7192.2124,8066.309,5818.426,5856.117,7749.98193359375,8510.205078125,6144.1953125,6254.45361328125,,,,,,,,,,,,,,,,
q264,5865.676,8707.631,7267.2656,8071.058,6172.7763671875,8139.34765625,7360.6650390625,8292.767578125,,,,,,,,,,,,,,,,
q265,84922.445,101091.81,53405.707,49716.324,90859.3515625,106580.125,56412.58984375,53720.40625,,,,,,,,,,,,,,,,
q266,35740.438,38468.65,23854.486,28039.682,36636.39453125,39295.4453125,25221.611328125,29251.015625,,,,,,,,,,,,,,,,
q267,3900.99,4129.989,2320.4226,2918.6572,4016.574951171875,4139.755859375,2326.5654296875,3119.430419921875,,,,,,,,,,,,,,,,
q268,1960.8229,2050.4382,1734.6246,1714.3044,2034.2921142578125,2220.610595703125,1892.44677734375,1889.3345947265625,,,,,,,,,,,,,,,,
q269,2638.7236,4158.8584,2452.5215,3577.9543,2696.2724609375,4042.1279296875,2610.39501953125,3671.712890625,,,,,,,,,,,,,,,,
q270,45290.035,49313.305,30875.533,36773.99,46206.85546875,50399.4453125,31785.595703125,38112.625,,,,,,,,,,,,,,,,
q271,4449.9707,5115.95,2211.8782,3327.4434,4822.61962890625,5666.4326171875,2685.220458984375,3456.72802734375,,,,,,,,,,,,,,,,
q272,1079.0427,1605.6792,1145.7087,1596.5511,1081.0103759765625,1628.602294921875,1206.572998046875,1462.775390625,,,,,,,,,,,,,,,,
q273,293.08954,279.20746,278.8314,220.5782,363.36248779296875,355.3263854980469,305.80029296875,288.796142578125,,,,,,,,,,,,,,,,
q274,1089.5687,1323.815,911.8187,1664.4949,1263.156982421875,1432.02587890625,1156.0458984375,1730.0845947265625,,,,,,,,,,,,,,,,
q275,7368.712,8766.721,4961.1294,6996.082,7898.21728515625,9447.6337890625,5781.61181640625,7163.14208984375,,,,,,,,,,,,,,,,
q276,4512.7627,4445.998,2117.1904,3225.3933,5005.74755859375,5042.17626953125,2653.1611328125,3531.538330078125,,,,,,,,,,,,,,,,
q277,1901.2036,2073.5933,1755.7937,1940.3129,2055.019775390625,2245.4033203125,1969.649169921875,2201.532958984375,,,,,,,,,,,,,,,,
q278,601.24176,641.7335,609.33075,631.10834,676.3977661132812,755.2698364257812,719.3494262695312,730.8683471679688,,,,,,,,,,,,,,,,
q279,448.73022,570.5784,434.48892,645.5741,535.0137939453125,662.332763671875,554.8763427734375,784.3839111328125,,,,,,,,,,,,,,,,
q280,7710.0693,7932.047,4969.2417,6494.596,8370.3671875,8776.76953125,5730.85595703125,6963.50634765625,,,,,,,,,,,,,,,,
q281,20960.297,22753.518,15659.945,18852.955,23458.458984375,28052.6640625,20723.734375,24729.97265625,,,,,,,,,,,,,,,,
q282,4224.3345,4726.0483,3300.2612,4120.1313,4250.767578125,5019.728515625,3302.16259765625,4415.68359375,,,,,,,,,,,,,,,,
q283,793.0477,738.99274,742.4869,752.0061,962.9468994140625,856.7832641601562,858.5897827148438,860.8953857421875,,,,,,,,,,,,,,,,
q284,2870.7622,3015.3386,2086.5422,3033.4788,3027.47998046875,3428.0947265625,2494.397216796875,3474.5380859375,,,,,,,,,,,,,,,,
q285,29972.855,31590.352,22244.18,26925.596,32119.849609375,37840.265625,27429.66015625,34013.31640625,,,,,,,,,,,,,,,,
q286,12280.577,14231.271,9119.34,9842.694,14618.7001953125,15093.84375,10859.7392578125,10382.9482421875,,,,,,,,,,,,,,,,
q287,3166.9539,3181.9768,2576.151,2895.9072,3263.77490234375,3225.58349609375,2628.808349609375,2896.6259765625,,,,,,,,,,,,,,,,
q288,5926.8857,3794.218,4035.8574,4139.2656,6702.849609375,4248.7509765625,4606.3369140625,4710.51318359375,,,,,,,,,,,,,,,,
q289,2683.7644,3444.4436,2496.4968,3069.2646,2999.37744140625,3688.888671875,2564.145751953125,3245.6357421875,,,,,,,,,,,,,,,,
q290,23455.363,23617.81,17698.38,19832.96,27199.67578125,25489.09765625,20257.376953125,21448.6796875,,,,,,,,,,,,,,,,
q291,47533.95,56224.293,30833.541,37559.793,55218.23046875,66178.0234375,37932.6640625,44665.4921875,,,,,,,,,,,,,,,,
q292,11562.966,12881.297,9335.635,11254.976,11809.06640625,13852.37890625,9428.658203125,11945.78125,,,,,,,,,,,,,,,,
q293,7422.4536,5991.3486,5742.766,5813.9966,8715.2568359375,6829.5419921875,6944.72119140625,6881.548828125,,,,,,,,,,,,,,,,
q294,7643.022,9897.15,6486.1777,9398.751,8298.095703125,11139.01171875,6967.9033203125,9977.7333984375,,,,,,,,,,,,,,,,
q295,76945.62,87673.76,54547.06,65472.938,86028.5546875,100698.7890625,62139.33984375,74692.859375,,,,,,,,,,,,,,,,
q296,8178.7974,3680.2002,3627.2524,2900.9243,9759.716796875,4316.140625,4744.3818359375,4155.787109375,,,,,,,,,,,,,,,,
q297,1541.0388,934.4874,960.39355,915.8453,1641.697021484375,1048.2384033203125,1055.2183837890625,1065.886962890625,,,,,,,,,,,,,,,,
q298,1193.593,1203.6595,1169.172,1216.606,1216.5401611328125,1238.47314453125,1162.302978515625,1303.9227294921875,,,,,,,,,,,,,,,,
q299,677.3045,1050.4161,634.0428,526.4266,675.4779052734375,1098.266357421875,690.281494140625,593.0157470703125,,,,,,,,,,,,,,,,
q300,12065.693,7187.199,6542.045,5737.68,13846.5791015625,7753.48828125,7522.203125,6917.6943359375,,,,,,,,,,,,,,,,
q301,5324.355,2921.749,3210.6243,3177.5854,6281.60595703125,3434.713623046875,3924.4169921875,3980.345458984375,,,,,,,,,,,,,,,,
q302,1908.8177,1371.949,1490.87,1174.0681,1942.1702880859375,1379.446533203125,1599.134033203125,1323.107177734375,,,,,,,,,,,,,,,,
q303,438.78787,332.08563,350.12033,423.77933,447.8912658691406,396.8049621582031,365.3694152832031,465.5456237792969,,,,,,,,,,,,,,,,
q304,654.7598,614.5092,542.92664,614.207,713.4771118164062,727.96728515625,656.3970947265625,736.3817749023438,,,,,,,,,,,,,,,,
q305,8751.263,5559.5713,5794.401,5545.6113,9742.08203125,6166.16943359375,6734.859375,6644.88671875,,,,,,,,,,,,,,,,
q306,3024.207,2164.8804,3782.1904,1735.4513,3054.908935546875,2324.90478515625,4113.06640625,2252.76171875,,,,,,,,,,,,,,,,
q307,692.5421,576.01154,796.01184,545.9528,793.766845703125,688.8465576171875,973.1766967773438,685.3049926757812,,,,,,,,,,,,,,,,
q308,269.6056,301.51917,323.87048,272.87878,290.7425537109375,335.7254943847656,378.31536865234375,331.80194091796875,,,,,,,,,,,,,,,,
q309,997.46674,1197.0625,1248.3486,934.59485,1141.1424560546875,1322.11572265625,1461.0064697265625,1106.11376953125,,,,,,,,,,,,,,,,
q310,5010.961,4268.49,6160.959,3402.929,5125.35302734375,4473.5498046875,6537.2763671875,3932.094970703125,,,,,,,,,,,,,,,,
q311,1769.6965,522.49866,547.0532,641.90015,2041.818603515625,1115.308349609375,1019.7662353515625,1113.323974609375,,,,,,,,,,,,,,,,
q312,552.53613,337.84702,356.69464,300.86282,625.2152099609375,413.47686767578125,434.1656188964844,395.7881774902344,,,,,,,,,,,,,,,,
q313,93.40788,122.57535,138.54622,100.68077,101.46745300292969,139.1669464111328,165.8270721435547,121.74555969238281,,,,,,,,,,,,,,,,
q314,242.52234,292.3825,236.8028,290.15955,301.1678161621094,316.6649475097656,251.80384826660156,300.0898132324219,,,,,,,,,,,,,,,,
q315,2752.855,1332.7446,1367.998,1420.158,3150.386474609375,2102.23291015625,2004.81201171875,2044.6724853515625,,,,,,,,,,,,,,,,
q316,2053.767,1498.0461,2929.0264,1218.7598,2250.5869140625,1813.669677734375,3206.177978515625,1515.2938232421875,,,,,,,,,,,,,,,,
q317,1630.0719,1294.4658,1478.0513,1252.7554,1754.185546875,1354.718017578125,1611.366455078125,1298.54345703125,,,,,,,,,,,,,,,,
q318,244.40501,277.04767,335.9239,315.67102,293.63214111328125,349.9613037109375,398.4053955078125,370.8288879394531,,,,,,,,,,,,,,,,
q319,584.2499,724.8447,624.20844,564.3979,576.7041625976562,739.6690673828125,661.62646484375,544.5101318359375,,,,,,,,,,,,,,,,
q320,4656.709,3996.7046,5568.5254,3382.3823,5041.55322265625,4461.3984375,6072.8330078125,3746.87158203125,,,,,,,,,,,,,,,,
q321,868.0393,716.27057,874.8289,622.0654,951.9537353515625,689.750732421875,933.14111328125,636.8145751953125,,,,,,,,,,,,,,,,
q322,1239.9401,886.8124,987.88135,848.7953,1278.305419921875,918.8592529296875,1016.880859375,950.2097778320312,,,,,,,,,,,,,,,,
q323,241.45128,307.6928,283.35016,283.27612,255.93377685546875,337.7824401855469,297.1476745605469,285.385986328125,,,,,,,,,,,,,,,,
q324,898.05426,1109.7089,691.1373,754.69403,981.1814575195312,1234.1676025390625,826.373291015625,781.5966796875,,,,,,,,,,,,,,,,
q325,3455.7417,3125.678,2952.8315,2597.1858,3653.98291015625,3247.1865234375,3110.969482421875,2698.63330078125,,,,,,,,,,,,,,,,
q326,21069.592,11502.703,14320.027,9707.217,22783.634765625,12262.455078125,16563.171875,12319.912109375,,,,,,,,,,,,,,,,
q327,7840.3516,5602.4507,6327.069,5286.5522,8386.2578125,5995.076171875,6955.58837890625,6092.3681640625,,,,,,,,,,,,,,,,
q328,2552.522,2725.934,2748.051,2671.704,2623.815185546875,2897.187255859375,2954.89208984375,2897.16943359375,,,,,,,,,,,,,,,,
q329,4217.608,5179.9683,4300.505,3935.473,4540.6591796875,5653.45703125,4862.99072265625,4240.41845703125,,,,,,,,,,,,,,,,
q330,36839.055,25782.875,27662.084,21565.102,39299.46484375,26892.244140625,31135.32421875,25016.611328125,,,,,,,,,,,,,,,,
q331,97277.43,95546.13,65212.246,70654.984,107722.3046875,105497.3515625,77584.140625,77920.734375,,,,,,,,,,,,,,,,
q332,21694.152,21564.674,17362.334,18575.432,22097.8046875,21808.0546875,18021.373046875,18971.162109375,,,,,,,,,,,,,,,,
q333,13009.415,10913.443,10392.488,10626.388,14485.9287109375,12064.59765625,11866.2216796875,12207.166015625,,,,,,,,,,,,,,,,
q334,14145.346,17244.012,12744.891,16202.556,15173.41015625,19078.3203125,14298.0390625,17629.734375,,,,,,,,,,,,,,,,
q335,149121.45,146512.83,104909.44,115569.6,162022.03125,159597.921875,119963.796875,127116.171875,,,,,,,,,,,,,,,,
q336,47717.637,67349.09,30767.307,23872.254,51042.46875,70590.65625,32678.125,25683.87890625,,,,,,,,,,,,,,,,
q337,43331.504,48516.742,16528.281,14961.949,47299.71484375,51851.55859375,17752.666015625,16491.08203125,,,,,,,,,,,,,,,,
q338,2755.398,3787.1257,2919.4102,2471.6355,3074.526123046875,4066.3720703125,3297.86669921875,2774.146240234375,,,,,,,,,,,,,,,,
q339,3666.1367,4021.0806,2541.3796,3145.7776,3864.4892578125,3963.0791015625,2643.0244140625,3344.665283203125,,,,,,,,,,,,,,,,
q340,99581.51,125795.95,53977.38,45207.188,107640.2265625,133285.390625,56831.17578125,48471.70703125,,,,,,,,,,,,,,,,
q341,7837.895,9474.632,2256.6304,1562.7566,8496.9296875,10035.5986328125,2579.399658203125,1765.9510498046875,,,,,,,,,,,,,,,,
q342,1789.5809,1748.8667,534.00635,469.4194,2001.593994140625,1849.281982421875,625.8797607421875,565.251708984375,,,,,,,,,,,,,,,,
q343,526.1623,631.46875,407.3399,335.94873,518.6511840820312,648.7951049804688,422.1166687011719,371.0069885253906,,,,,,,,,,,,,,,,
q344,688.81757,945.635,354.03217,560.7643,767.9590454101562,911.359619140625,410.0363464355469,627.830078125,,,,,,,,,,,,,,,,
q345,11178.009,12941.48,3667.6296,3034.831,11997.4072265625,13788.5625,4039.539794921875,3396.501708984375,,,,,,,,,,,,,,,,
q346,3837.7139,4531.746,3600.7415,3505.8132,4365.00927734375,4877.19140625,3883.84375,3632.092041015625,,,,,,,,,,,,,,,,
q347,1669.0868,1755.7671,883.168,813.59,1869.242919921875,1882.5145263671875,953.0065307617188,894.2576904296875,,,,,,,,,,,,,,,,
q348,115.017944,144.33104,148.5644,130.32126,123.64893341064453,150.8300018310547,160.59681701660156,144.87472534179688,,,,,,,,,,,,,,,,
q349,259.61896,247.77216,285.50626,209.68152,259.1264343261719,256.3091125488281,272.4941101074219,240.99020385742188,,,,,,,,,,,,,,,,
q350,6293.078,7260.961,5447.5156,5039.6133,7295.80322265625,7916.0458984375,5761.275390625,5279.9697265625,,,,,,,,,,,,,,,,
q351,59735.438,81880.93,36665.848,28761.117,64358.52734375,86054.671875,38963.2421875,30963.8984375,,,,,,,,,,,,,,,,
q352,46839.87,52071.31,17988.135,16242.2,51265.1328125,55675.453125,19282.416015625,17913.125,,,,,,,,,,,,,,,,
q353,3492.3323,4690.8325,3502.8389,2918.4438,3764.2392578125,4959.8916015625,3891.095703125,3235.259765625,,,,,,,,,,,,,,,,
q354,4724.6777,5261.1055,3187.844,4019.6511,5061.87109375,5278.9345703125,3367.5732421875,4321.99609375,,,,,,,,,,,,,,,,
q355,117541.89,146692.83,63019.246,53158.75,127762.8359375,155925.96875,66567.484375,57202.3828125,,,,,,,,,,,,,,,,
q356,18165.438,19964.535,4073.8115,4334.643,19812.869140625,21135.205078125,5185.70751953125,5304.87353515625,,,,,,,,,,,,,,,,
q357,2902.021,3150.0486,1115.1757,1275.5338,3250.5888671875,3358.572998046875,1273.710693359375,1529.6365966796875,,,,,,,,,,,,,,,,
q358,715.2484,769.03125,545.4473,611.53534,765.559326171875,851.0929565429688,623.032470703125,696.89404296875,,,,,,,,,,,,,,,,
q359,1038.0465,1673.6652,748.70557,1313.8663,1187.3603515625,1515.514892578125,836.9505004882812,1287.576904296875,,,,,,,,,,,,,,,,
q360,23689.408,26290.55,6735.2075,7713.3433,26164.109375,27634.103515625,8011.8974609375,9026.9150390625,,,,,,,,,,,,,,,,
q361,7256.371,7226.0923,887.1416,1404.9117,8131.68408203125,7853.08154296875,1166.1346435546875,1637.796875,,,,,,,,,,,,,,,,
q362,2921.2808,3191.7632,676.2837,820.9764,3313.456787109375,3353.236328125,757.1729736328125,966.3900756835938,,,,,,,,,,,,,,,,
q363,257.14423,356.5287,216.47472,173.77551,248.6702880859375,389.2117614746094,237.02352905273438,166.9336395263672,,,,,,,,,,,,,,,,
q364,444.75974,476.74777,212.35733,251.85503,460.59954833984375,515.725830078125,222.75279235839844,267.7296447753906,,,,,,,,,,,,,,,,
q365,11068.181,11437.484,2054.1528,2700.5671,12466.9892578125,12445.1962890625,2601.084228515625,3302.7373046875,,,,,,,,,,,,,,,,
q366,3936.6467,4492.7964,840.76685,831.93134,4297.3759765625,4874.74853515625,1167.2869873046875,1076.156005859375,,,,,,,,,,,,,,,,
q367,1179.3834,1115.3247,351.85556,434.64355,1219.59375,1096.21923828125,362.69012451171875,441.9302978515625,,,,,,,,,,,,,,,,
q368,402.37244,470.69785,265.07077,462.10663,492.7147216796875,513.3983154296875,322.74151611328125,452.63958740234375,,,,,,,,,,,,,,,,
q369,212.90854,266.94308,117.75342,147.9653,189.94381713867188,259.44921875,83.71004486083984,132.4535675048828,,,,,,,,,,,,,,,,
q370,5936.292,6506.799,1587.5485,1869.2048,6524.61279296875,7035.49951171875,2023.20849609375,2260.652587890625,,,,,,,,,,,,,,,,
q371,10419.492,9378.731,3489.0903,5636.758,12196.2470703125,10093.771484375,3803.94921875,6167.083984375,,,,,,,,,,,,,,,,
q372,3022.2153,2783.6497,1173.3485,1669.0602,3331.201171875,2842.155029296875,1170.0423583984375,1678.4189453125,,,,,,,,,,,,,,,,
q373,1182.0547,1453.737,1104.8142,848.95856,1301.97216796875,1612.6915283203125,1235.232421875,904.1927490234375,,,,,,,,,,,,,,,,
q374,1379.9897,1358.0447,948.4693,1408.89,1490.68310546875,1416.9044189453125,991.622802734375,1364.5955810546875,,,,,,,,,,,,,,,,
q375,16133.054,14967.989,6675.5845,9589.822,18487.21484375,16010.3798828125,7111.69384765625,10302.0576171875,,,,,,,,,,,,,,,,
q376,2391.304,2531.2866,706.21204,824.61444,2604.000732421875,2597.15478515625,753.6805419921875,836.5106811523438,,,,,,,,,,,,,,,,
q377,1081.793,929.9624,495.0544,545.23895,1257.24169921875,1050.43994140625,545.6541748046875,584.2086181640625,,,,,,,,,,,,,,,,
q378,552.8371,224.11386,670.24066,149.95886,528.5003662109375,261.280517578125,683.4419555664062,241.013916015625,,,,,,,,,,,,,,,,
q379,1002.74774,760.6888,643.2186,502.1572,966.020263671875,709.83203125,613.6815185546875,480.3111877441406,,,,,,,,,,,,,,,,
q380,5059.2847,4494.5474,2666.128,2031.6915,5234.88330078125,4410.0146484375,2668.729248046875,1882.619384765625,,,,,,,,,,,,,,,,
q381,43017.91,44649.78,10094.217,13159.61,48856.00390625,48550.69140625,12618.78125,15606.509765625,,,,,,,,,,,,,,,,
q382,11491.964,11603.224,3865.666,4808.5347,13009.99609375,12264.416015625,4283.365234375,5462.40625,,,,,,,,,,,,,,,,
q383,3054.8154,3193.3408,2861.6184,1968.3729,3191.11767578125,3415.811767578125,3085.1064453125,2198.022216796875,,,,,,,,,,,,,,,,
q384,4626.624,5100.34,2915.6016,4106.2485,5243.97265625,5343.69287109375,3234.8828125,4354.0830078125,,,,,,,,,,,,,,,,
q385,63107.598,65323.38,19924.21,24193.283,71110.703125,70171.2421875,23125.439453125,27634.92578125,,,,,,,,,,,,,,,,
q386,105196.47,128203.375,46847.598,41952.387,115747.9609375,136107.6875,50589.98046875,45959.671875,,,,,,,,,,,,,,,,
q387,58628.223,63958.18,21868.979,21157.162,64683.921875,68192.2578125,23572.2890625,23444.431640625,,,,,,,,,,,,,,,,
q388,6821.7285,8038.1934,6641.1436,5018.8613,7251.26123046875,8889.21875,7209.5595703125,5614.7021484375,,,,,,,,,,,,,,,,
q389,9452.081,10435.559,6166.03,8202.925,10460.80859375,10784.08203125,6639.15185546875,8756.6044921875,,,,,,,,,,,,,,,,
q390,183008.31,213359.14,82732.54,77369.91,201688.25,227838.328125,89057.21875,84710.671875,,,,,,,,,,,,,,,,
q391,979.3403,913.65936,797.4331,916.1226,1012.7918701171875,931.9268188476562,865.3663330078125,988.4085693359375,,,,,,,,,,,,,,,,
q392,3790.521,3173.3284,1979.9653,1887.7405,4072.072021484375,3288.037109375,2038.42138671875,1932.1785888671875,,,,,,,,,,,,,,,,
q393,254.56793,326.3247,303.88638,288.03497,272.13201904296875,379.0611877441406,351.0042419433594,321.3104553222656,,,,,,,,,,,,,,,,
q394,312.53842,392.37555,283.22534,299.2556,311.40826416015625,373.6239318847656,284.07012939453125,296.3818664550781,,,,,,,,,,,,,,,,
q395,5621.5464,4993.1235,3546.9802,3578.406,5789.5986328125,5076.97412109375,3497.740234375,3628.480712890625,,,,,,,,,,,,,,,,
q396,9952.179,9616.236,5788.114,6773.7344,11415.0576171875,10518.2255859375,6519.70849609375,7369.17919921875,,,,,,,,,,,,,,,,
q397,13264.021,9378.199,8478.188,7941.2104,13559.5048828125,9760.3974609375,8775.71484375,8591.8408203125,,,,,,,,,,,,,,,,
q398,1949.8499,1878.5945,1947.4937,1981.2189,2034.5609130859375,1968.259521484375,2016.4703369140625,2075.232421875,,,,,,,,,,,,,,,,
q399,5351.4644,4773.308,4421.02,4501.7983,5721.73291015625,5081.5673828125,4887.43310546875,4984.5048828125,,,,,,,,,,,,,,,,
q400,31290.7,26332.785,21298.195,21464.582,33486.29296875,27726.66015625,22533.5390625,22959.80078125,,,,,,,,,,,,,,,,
q401,6988.051,7471.524,3730.6794,4370.2754,7507.2509765625,7793.68603515625,4336.74853515625,4928.85205078125,,,,,,,,,,,,,,,,
q402,7629.171,6416.995,5360.1455,5522.1978,8116.96435546875,6811.669921875,5834.48486328125,5990.38330078125,,,,,,,,,,,,,,,,
q403,1408.7455,1409.6517,1316.7886,1317.0718,1573.65380859375,1554.4140625,1528.3533935546875,1476.1424560546875,,,,,,,,,,,,,,,,
q404,5663.8506,6290.692,5047.559,5143.802,6670.19482421875,6751.158203125,5816.79833984375,5670.494140625,,,,,,,,,,,,,,,,
q405,22051.11,23133.803,16535.455,17383.4,24407.150390625,24774.837890625,19213.076171875,19532.068359375,,,,,,,,,,,,,,,,
q406,18275.557,18355.074,10431.048,12252.285,20367.564453125,19735.818359375,11895.6748046875,13415.4111328125,,,,,,,,,,,,,,,,
q407,25232.506,19409.002,16143.88,15621.1,26540.072265625,20350.345703125,16823.9140625,16857.75,,,,,,,,,,,,,,,,
